n,positive_rate,f1,precision,recall,balanced_accuracy,roc_auc,pr_auc,precision_at_5pct,precision_at_10pct,task,threshold,feature_set,model,val_pr_auc
2252,0.5057726465364121,0.5455491931285789,0.670076726342711,0.46005267778753295,0.6141233739341977,0.6685858798602515,0.6805894587909277,0.8660714285714286,0.8133333333333334,event_24h,0.02,price_only_on_news,hist_gradient_boosting,0.7828928654894011
1139,0.45390693590869186,0.5373913043478261,0.4881516587677725,0.597678916827853,0.5383892976422223,0.5497863633253932,0.4917045048991019,0.5535714285714286,0.5132743362831859,direction_inside_true_events,0.02,price_only_on_news,hist_gradient_boosting,
